case,run,grid,threads,seed,returncode,wall_seconds,peak_rss_gb,cpu_percent,user_seconds,system_seconds,save_grf,checkpoint_level,grf_sha256,checkpoints_sha256,obs_grids_sha256,pk_arrays_sha256,grf_bytes,checkpoints_bytes
cpu-512-scaling-016t-v2,1,512,16,20250915,0,137.41,23.56,1495.0,2043.6,10.61,False,0,,,2fa4cd1d18105cf07b7bc4facd4a71485b0b0f5691ae4cee9071f90c57748c46,5d5861d5cbb2d435b73965ce74545774c6e9642e461501ee8fc69635edecdc45,,
cpu-512-scaling-016t-v2,2,512,16,20250915,0,127.96,23.56,1583.0,2016.08,9.7,False,0,,,d594c3bced5afa50bdb65c26867b983a0914ed25dc42f3f1cf288ad7431f7e0b,5f61edbf18d59ff36ae9cfcf53991e2d023e7a6dd0b0affde8a770bcb36ec712,,
